name,entname,price,area,last_time,detail_url,edu,content,welfare
python工程师,柳州智视科技有限公司,5001-6000,柳州市,2021-01-15,https://www.gxrc.com/jobDetail/373b3cfe9ed842ffb48f2b5fe84e4259,学历不限,"岗位职责：1、负责爬虫策略和防屏蔽规则设计，后台爬虫数据存储设计以及代码实现；2、负责网页采集任务的分析及采集方案设计及实现；任职要求：1、2年以上开发工作经验，Python基础扎实；2、熟悉多线程、多进程、协程开发、网络编程，精通网页抓取原理及技术的实现细节；3、掌握HTML、CSS、JQuery、RESTful 相关技术；4、具有良好的站点分析经验，能独立处理基于(seeion, cookie)、(AccessToken, Token)、(selenium, splash)、( 访问量, 访问频率)的反爬。自主设计爬取流程；5、熟悉基于规则的网页信息定位，精通正则表达式，xpath语法；6、精通原生Python urllib爬取方式、精通原生Python requests爬取方式、精通框架Python scrapy的爬取方式、熟 悉Python aiohttp 异步请求框架的爬取方式；7、熟悉掌握一种或多种热门关系型数据库和非关系型数据库、熟练使用版本管理工具；8、热爱互联网，对搜索技术和探索未知领域有浓厚兴趣；9、能够高效地沟通,并与团队或跨团队同事有效地协作办公。",|
Python Web开发工程师,柳州中动智轮科技有限公司,6001-8000,柳州新区,2021-11-25,https://www.gxrc.com/jobDetail/3823c3f002904ad8abceb821490b4986,学历不限,"职位描述1、负责用Python语言实现产品的后端研发；2、负责高质量的设计和编码；3、承担重难点技术攻坚任务；4、参与产品的讨论和开发实现；岗位要求1、2年及以上编码经验；2、熟悉Python后台开发, 有完整的项目开发经验，熟练使用Django或Flask框架；3、熟悉前端Html,Css,Js,Jquery使用,以及前端主流框架之一即可(Vue,React,Angular等)；4、熟悉Linux平台，能够独立完成Python项目部署、调优、运维；5、熟悉Mysql/Mongo数据库和Redis数据库的使用；加分项(非必须):1.能独立承担整个项目的设计,编码,有全栈开发经验的优先考虑；2.熟悉RESTful API开发风格, 注重代码的质量,可维护性,健壮性优先；3.有PHP Web开发经验优先；4.对汽车领域, 如汽车动力学, 轮胎动力学领域感兴趣的优先；5.对GUI编程有所了解优先 (如: Matlab GUI编程, Python的PyQT, Tk等)",|
python开发,广西泽霖润桂信息科技有限责任公司,4001-5000,南宁市,2021-12-01,https://www.gxrc.com/jobDetail/862a0aeff1ac46c292dee00d1d5d2fa4,学历大专,"岗位职责：1. 协助设计和开发网络爬虫应用，进行互联网相关信息的抓取和分析2. 协助网页信息抽取技术的研究和开发3. 协助解决爬取过程中的反爬问题岗位要求：1. 熟悉Python语言2. 熟悉Mysql数据库基本操作3. 熟悉网页抓取原理及技术的实现细节 PS：公司在各个区均有分点, 正式员工可与上级沟通择近办公工作时间： 八小时工作制，周末双休，无需加班，可提供住宿；公司福利：- 正式上岗前有5k-8k不等的补贴；- 入职缴纳养老保险金、医疗保险金、大病保险金，失业保险金，生育保险金，工伤保险金；- 为员工提供广阔的职业发展平台与晋升空间，半年一次内部晋升机会；- 带薪休假（年假，婚假，丧假，病假等）- 每月一次员工专属生日趴，水果蛋糕礼物，节日礼物，丰富的业余集体活动（拓展，旅游，聚餐，年会等）- 提供住宿(配备空调,热水器，无线网)",|
运维开发工程师 -python,中国—东盟信息港股份有限公司,10001-15000,良庆区,2020-04-14,https://www.gxrc.com/jobDetail/33ba04a2455e4ef59935e6cf6b5c10c3,学历本科,"核心职责：负责自动化运维平台设计及开发，实现自动化部署、监控、自动化配置等，提高运维效率；负责运维新技术、新平台的研究和实践；与运维团队合作，收集与理解需求，提供解决方案，改善运维流程；任职要求：1，能熟练使用Python/GO 编程语言。2，热爱开源技术，熟悉一种或多种开源软件（Ansible、Django、Celery,ETCD等）3，熟悉linux，Docker、VM等系统4，具有互联网运维平台开发或系统运维经验5，熟悉网络知识，了解DNS/HTTP/Proxy/Load balancing方案和原理6，有较强的沟通能力、推动能力和较好的服务意识，有创业激情，喜欢赢，喜欢挑战，有公司主人翁精神。7，熟悉以下内容者优先考虑：Python，Shell，Perl等脚本语言、Selenium测试框架、持续集成流程及框架(jenkins等)使用，熟悉常用中间件（redis，mysql，zk等）使用及部署",|
Python软件开发岗,中国太平洋财产保险股份有限公司广西分公司,6001-8000,青秀区,2021-11-04,https://www.gxrc.com/jobDetail/13874bfd96e849fc8fb336749ee7dc38,学历本科,一、工作地点：广西南宁二、应聘要求：1、全日制本科及以上学历，信息技术、计算机专业；2、年龄在30周岁以下，条件特别优秀者可适当放宽;3、熟悉Python，熟悉selenium等RPA流程自动化技术；4、熟悉Flask 或Django框架；5、熟悉常用关系型数据库，熟悉sql语句；6、有较强的业务知识学习能力，较强的沟通、理解和表达能力；7、工作积极主动，责任心强，具备良好的团队协作精神。三、福利待遇：1、工资：基本工资+月绩效奖金+年终奖，提供有市场竞争力的薪资体系；2、社保：统一购买五险一金；3、福利：各种节假日福利；组织免费体检；购买人身意外伤害保险、意外医疗保险；4、休假：员工工作满一年享受带薪年休假，享受国家法定节假日；5、培训：有健全的培训机制，让员工更快融入公司，适应岗位工作；5、发展：具有公平畅通的晋升机制，为员工成长提供良好的职业发展平台。四、实习：可为在校生提供实习机会，并提供一定的实习补贴。五、地址及联系人：分公司地址：南宁市金洲路25号太平洋世纪广场；,|
python工程师,广西广证房地产土地资产评估有限公司,6001-8000,青秀区,2021-11-04,https://www.gxrc.com/jobDetail/14a822ff91e24b7e8f9c384fc75a68eb,学历大专,一、岗位职责：1、为系统和项目提供 API 支持；2、参与设计并维护系统架构，保证线上服务稳定可用；3、对批量数据进行采集、清晰与分析；二、岗位要求1、拥有3年以上 Python 实际开发经验；2、扎实的Python开发基础，熟悉相关规范和类库，精通django，flask 或其它 Python web 框架等相关技术；3、有 Python Flask 开发 Web API 的经验；3、熟悉Linux操作系统，有Java/Shell一种或多种脚本语言编程能力。三、优先条件：1、对大量动态数据有建模分析的经验；2、有分布式系统、大数据开发经验；3、有基本的前端开发经验；4、良好的沟通、协调能力，有团队管理经验者优先。,|
python编程老师,广西聪锐教育科技有限公司,6001-8000,南宁市,2021-11-29,https://www.gxrc.com/jobDetail/b8a651eeb17a4dcda969583d62075040,学历大专,1.提供入职培训，培训期间提供基本工资。2.岗位:教授青少年python课程，备课，课后总结，填写孩子上课内容，定期与家长沟通。认真完成上级布置任务。3.任职要求:喜爱孩子，热爱早教或少儿教育，性感开朗，具有较强亲和力。具有较强动手能力，学习能力，沟通能力。工作认真负责。4.思维灵活，谈吐大方，善于沟通。。5.只要你认真努力，这将是你一个很好的舞台，希望你和公司共同成长，公司也将提供您一个你长期发展的平台。6.薪资=基本工资+补助+提成+课时+奖金,|
python研发工程师,南宁国电电力科技有限责任公司,6001-8000,南宁市,2021-11-29,https://www.gxrc.com/jobDetail/6631632bbafe4e4bae29b446c9b8a52d,学历本科,岗位要求：1、熟悉python及常用的数据分析工具，熟悉pandas，numpy，matplotlib及jupyter notebook等模块使用。2、熟悉Mysql/PostgreSQL等常用数据库或数据服务工具。3、同时熟悉web后端开发，flask框架等优先。其他要求：1、良好的沟通能力，思路清晰，善于思考，能独立分析和解决问题；2、强烈的责任心和团队合作精神，心态积极，能主动融入团队。岗位职责：1、参与数据分析平台开发。2、负责协助和完成相关其他工作等。,|
Python开发工程师,南宁进驰科技有限责任公司,8001-10000,南宁市,2021-12-01,https://www.gxrc.com/jobDetail/12a861ac559745eca8e35b82a4bcd49d,学历本科,职位描述:1、熟悉Python开发。2、了解rpa优先。3、有程序逻辑基础。4、有清晰的语音及文字沟通能力。5、工作认真负责，做事耐心。有工程经验者优先考虑。6、愿意同时学习并应用其它开发语言。,|
python开发工程师,广西森格自动化科技股份有限公司,6001-8000,南宁市,2021-11-15,https://www.gxrc.com/jobDetail/7483db36a0d5452c8c4b9fc8e7604789,学历大专,工作职责：       1、负责工业互联网平台的通讯服务程序开发(通过运行在网关模块中的python程序，采集数据上传至云服务器)； 2、解决项目前端开发中的技术难题；3、配合具体项目实施，实现工业数据采集至云服务器；4、持续优化前端代码。 岗位要求：1、2年及以上软件开发（或通讯功能开发）经验。2、有良好的编程基础，熟悉linux操作系统，熟悉面向对象编程（如python、C#）；3、有良好的技术钻研及攻关能力。,
前端开发工程师,广西吉祥天健康产业有限公司,8001-10000,青秀区,2021-12-02,https://www.gxrc.com/jobDetail/31142decc3154ec2a486f8dfbcabb33e,学历不限,【岗位职责】1. 负责公司产品web前端开发2. 与产品经理、交互设计师、后端工程师、测试工程师等紧密配合、实现公司产品界面和功能3. 提升用户体验、包括易用性改进、界面美化和性能优化【岗位要求】1. 2年以上前端工作经验，大专及以上学历；2. 具备扎实的HTML、JavaScript、CSS等前端技术基础3. 有微信小程序开发经验【加分项】1. 熟悉掌握一种前端开发框架，如：Angulars、Vue、React等，掌握Vue者优先2. 熟练使用前端自动化构建工具。如：Webpack、Gulp/Grunt3. 了解一门服务端开发语言。如：Java、PHP、Python、NodeJs4. 熟悉网络TCP\IP、HTTP的基本工作原理5. 熟悉团队开发流程，熟练使用git工具进行代码管理6. 对Web前端技术有强烈的兴趣，有良好的学习能力、沟通能力、责任心和团队合作意识,
运维开发工程师 -python,中国—东盟信息港股份有限公司,10001-15000,良庆区,2020-04-14,https://www.gxrc.com/jobDetail/33ba04a2455e4ef59935e6cf6b5c10c3,学历本科,"核心职责：负责自动化运维平台设计及开发，实现自动化部署、监控、自动化配置等，提高运维效率；负责运维新技术、新平台的研究和实践；与运维团队合作，收集与理解需求，提供解决方案，改善运维流程；任职要求：1，能熟练使用Python/GO 编程语言。2，热爱开源技术，熟悉一种或多种开源软件（Ansible、Django、Celery,ETCD等）3，熟悉linux，Docker、VM等系统4，具有互联网运维平台开发或系统运维经验5，熟悉网络知识，了解DNS/HTTP/Proxy/Load balancing方案和原理6，有较强的沟通能力、推动能力和较好的服务意识，有创业激情，喜欢赢，喜欢挑战，有公司主人翁精神。7，熟悉以下内容者优先考虑：Python，Shell，Perl等脚本语言、Selenium测试框架、持续集成流程及框架(jenkins等)使用，熟悉常用中间件（redis，mysql，zk等）使用及部署",|
java开发工程师,南宁市迈璐科技有限公司,6001-8000,青秀区,2021-12-02,https://www.gxrc.com/jobDetail/bb9a2cc6799241c3b07eed5ccce19b46,学历大专,1、熟悉Java语言、J2EE框架、熟悉Spring Boot、Spring Security、Apahce Shiro、MyBatis、Activiti。2、熟悉MVC开发模式，熟悉Servlet、Thymeleaf、JSP。3、熟悉Javascript、JQuery、HTML5、layUI、Vue等网页开发技术。4、熟悉PostgreSQL、MySQL数据库，了解SQL优化方面的知识。5、熟悉Tomcat、Ngix等各种应用服务器部署和优化。6、Java基础扎实、有良好的代码、技术文档编写习惯。除java以外会其他计算机语言，如：C#、python等优先7、熟悉Linux操作，熟悉在Linux部署应用程序的常用命令。8、有开发微信公众号、小程序的经验。9、软件产品的功能模块设计、数据库设计工作；★机遇和挑战并存，如果您是一位脑洞大、善沟通、有新思维、有事业企图心的热血青年，我们欢迎您！10、软件功能的代码开发及测试；11、具有良好的团队合作精神、沟通能力、分析及解决问题能力。12、工作态度认真负责，具有优秀的主动性及学习能力。,|
技术总监,广西科桂兴信息技术有限责任公司,15001-20000,青秀区,2021-12-02,https://www.gxrc.com/jobDetail/fb449219560e47249190a50f8b09727f,学历本科,"岗位职责：1、私有云系统软件研发，负责系统架构设计工作，包括系统的总体规划、架构设计、系统分析、软件实现、性能优化；2、配合项目经理进行新功能研发，根据需求文档及原型，进行概要设计和详细设计，并完成核心代码编写；3、负责产品的技术选型，设计产品技术架构、接口规范，为开发人员提供更加快速有效的开发框架、服务、公用组件；4、解决项目中的关键架构问题和技术难题，负责项目中关键技术难点的攻关和预研，对开发团队进行技术指导和培训。 任职要求：1、 本科以上学历，计算机相关专业毕业，至少6年以上Java/J2EE开发经验，熟悉web开发，有系统架构能力，熟悉python语言；2、JAVA基础扎实，熟悉IO、多线程、集合等基础框架，熟悉面向对象软件结构知识，了解设计模式，熟悉分布式系统的设计和应用；3、熟悉主流开源框架，SpringCloud、SpringBoot、Spring、SpringMVC、MyBatis等开源框架；4、熟悉MySQL/oracle/sqserver，并有一定的优化经验，熟悉redis等NOSQL数据库并有缓存使用经验；5、熟悉MQ原理和使用（RabbitMQ、ActiveMQ、Kafka）；6、逻辑思维能力强，善于与人沟通，具备一定的协调能力以及较强的敬业精神，热爱技术；7、具有规范的编程习惯与文档编写能力，积极配合公司各项规范化建设工作。8、具有大型系统设计经验者优先,尤其是有大数据技术栈的搭建和使用经验者优先；9、有python ai经验优先。",|
python工程师,柳州智视科技有限公司,5001-6000,柳州市,2021-01-15,https://www.gxrc.com/jobDetail/373b3cfe9ed842ffb48f2b5fe84e4259,学历不限,"岗位职责：1、负责爬虫策略和防屏蔽规则设计，后台爬虫数据存储设计以及代码实现；2、负责网页采集任务的分析及采集方案设计及实现；任职要求：1、2年以上开发工作经验，Python基础扎实；2、熟悉多线程、多进程、协程开发、网络编程，精通网页抓取原理及技术的实现细节；3、掌握HTML、CSS、JQuery、RESTful 相关技术；4、具有良好的站点分析经验，能独立处理基于(seeion, cookie)、(AccessToken, Token)、(selenium, splash)、( 访问量, 访问频率)的反爬。自主设计爬取流程；5、熟悉基于规则的网页信息定位，精通正则表达式，xpath语法；6、精通原生Python urllib爬取方式、精通原生Python requests爬取方式、精通框架Python scrapy的爬取方式、熟 悉Python aiohttp 异步请求框架的爬取方式；7、熟悉掌握一种或多种热门关系型数据库和非关系型数据库、熟练使用版本管理工具；8、热爱互联网，对搜索技术和探索未知领域有浓厚兴趣；9、能够高效地沟通,并与团队或跨团队同事有效地协作办公。",|
算法工程师,广西三环高科拉曼芯片技术有限公司,8001-10000,青秀区,2021-12-02,https://www.gxrc.com/jobDetail/36b532cb4f2b4af8a7ca9b0cdbe2d7c9,学历本科,工作内容：1、信号处理(噪声去除、基线去除)、光谱识别；2、结合各检测设备数据库的差异，设计算法解决方案对采集的数据进行校准，建立标准化流程和标准数据格式；3、进行图像处理、模式识别等相关算法的评估及实现4、运用统计及机器学习等技术，针对产品规划需求，研发与实作算法程序代码；5、算法设计、开发与验证。技术要求：1、数学基础扎实（高等数学、概率与数理统计、线性代数、统计学、数据结构等)；2、熟悉常用的噪声去除算法、基线去除算法；3、熟悉常用的统计分析方法（PCA、LDA等），熟悉常用分类识别算法（K近邻分类器、随机森林分类器、朴素贝叶斯、SVM等)；4、熟练掌握MATLAB、JAVA、C/C++、Python、R或其中两种语言开发；5、有深度学习、机器识别、神经网络方面相关经验，在主流期刊上发表过论文者优先；6、参与过光谱图处理算法相关实际项目、优化经验者，计算机、数学、统计学等相关专业优先。,|
软件测试工程师,广西数字国信安全技术服务有限公司,4001-5000,兴宁区,2021-12-02,https://www.gxrc.com/jobDetail/324a394c8af647b6b834fee20591e2e9,学历本科,一、职位描述：1、根据软件评测流程和测试方法，独立开展第三方独立测评，指导、带领团队完成较复杂项目。2、根据功能性测试、性能效率测试、易用性等测试方法和常见工具，编写测试需求文档、测试用例、测试报告等。3、独立开展招投标技术支持工作，开展项目售前工作。4、主导编写软件测评相关项目文件。5、通过自身的沟通，建立与客户、其他承建方沟通通道，推进项目开展。二、任职要求：1、本科以上学历，计算机软件及相关专业。具有软件评测师、风险评估、安全测试等相关从业资格证书者优先；2、具有软件测试机构任职经验，从事过大型信息化测评类项目的优先；3、熟练掌握的软件测试理论，熟悉软件测试的方法、流程和规范，根据项目需求，编写测试方案、测试计划、测试用例，执行测试并跟踪测试结果。4、掌握常用测试技术知识，包括自动化测试、白盒、黑盒、回归测试等；掌握测试用例设计方法，如场景法、边界值分析法、划分等价类等5、了解压力测试工具，掌握常用软件测试工具（例：Jmeter、LoadRunner等），具备独立搭建测试环境的能力；6、具备较强的文书编写能力，完成测试报告等相关文档的编写工作；7、具有较强的领导能力、沟通协调能力、应变能力、较好的主动性及抗压性；8、具有渗透测试经验，一定的软件编程、逆向分析能力，熟练应用一门或几门脚本语言Perl/Python等优先；9、不低于2年的软件测试经验。三、预计年收入：8-15万元。四、晋升路线：主管-经理-总监。五、上班地点与时间：1、上班时间：周一至周五，8:30-12:00，14:30-18:00；2、上班地点：长堽路157号颖都大酒店2楼。,|
Python Web开发工程师,柳州中动智轮科技有限公司,6001-8000,柳州新区,2021-11-25,https://www.gxrc.com/jobDetail/3823c3f002904ad8abceb821490b4986,学历不限,"职位描述1、负责用Python语言实现产品的后端研发；2、负责高质量的设计和编码；3、承担重难点技术攻坚任务；4、参与产品的讨论和开发实现；岗位要求1、2年及以上编码经验；2、熟悉Python后台开发, 有完整的项目开发经验，熟练使用Django或Flask框架；3、熟悉前端Html,Css,Js,Jquery使用,以及前端主流框架之一即可(Vue,React,Angular等)；4、熟悉Linux平台，能够独立完成Python项目部署、调优、运维；5、熟悉Mysql/Mongo数据库和Redis数据库的使用；加分项(非必须):1.能独立承担整个项目的设计,编码,有全栈开发经验的优先考虑；2.熟悉RESTful API开发风格, 注重代码的质量,可维护性,健壮性优先；3.有PHP Web开发经验优先；4.对汽车领域, 如汽车动力学, 轮胎动力学领域感兴趣的优先；5.对GUI编程有所了解优先 (如: Matlab GUI编程, Python的PyQT, Tk等)",|
Python软件开发岗,中国太平洋财产保险股份有限公司广西分公司,6001-8000,青秀区,2021-11-04,https://www.gxrc.com/jobDetail/13874bfd96e849fc8fb336749ee7dc38,学历本科,一、工作地点：广西南宁二、应聘要求：1、全日制本科及以上学历，信息技术、计算机专业；2、年龄在30周岁以下，条件特别优秀者可适当放宽;3、熟悉Python，熟悉selenium等RPA流程自动化技术；4、熟悉Flask 或Django框架；5、熟悉常用关系型数据库，熟悉sql语句；6、有较强的业务知识学习能力，较强的沟通、理解和表达能力；7、工作积极主动，责任心强，具备良好的团队协作精神。三、福利待遇：1、工资：基本工资+月绩效奖金+年终奖，提供有市场竞争力的薪资体系；2、社保：统一购买五险一金；3、福利：各种节假日福利；组织免费体检；购买人身意外伤害保险、意外医疗保险；4、休假：员工工作满一年享受带薪年休假，享受国家法定节假日；5、培训：有健全的培训机制，让员工更快融入公司，适应岗位工作；5、发展：具有公平畅通的晋升机制，为员工成长提供良好的职业发展平台。四、实习：可为在校生提供实习机会，并提供一定的实习补贴。五、地址及联系人：分公司地址：南宁市金洲路25号太平洋世纪广场；,|
python开发,广西泽霖润桂信息科技有限责任公司,4001-5000,南宁市,2021-12-01,https://www.gxrc.com/jobDetail/862a0aeff1ac46c292dee00d1d5d2fa4,学历大专,"岗位职责：1. 协助设计和开发网络爬虫应用，进行互联网相关信息的抓取和分析2. 协助网页信息抽取技术的研究和开发3. 协助解决爬取过程中的反爬问题岗位要求：1. 熟悉Python语言2. 熟悉Mysql数据库基本操作3. 熟悉网页抓取原理及技术的实现细节 PS：公司在各个区均有分点, 正式员工可与上级沟通择近办公工作时间： 八小时工作制，周末双休，无需加班，可提供住宿；公司福利：- 正式上岗前有5k-8k不等的补贴；- 入职缴纳养老保险金、医疗保险金、大病保险金，失业保险金，生育保险金，工伤保险金；- 为员工提供广阔的职业发展平台与晋升空间，半年一次内部晋升机会；- 带薪休假（年假，婚假，丧假，病假等）- 每月一次员工专属生日趴，水果蛋糕礼物，节日礼物，丰富的业余集体活动（拓展，旅游，聚餐，年会等）- 提供住宿(配备空调,热水器，无线网)",|
python工程师,广西广证房地产土地资产评估有限公司,6001-8000,青秀区,2021-11-04,https://www.gxrc.com/jobDetail/14a822ff91e24b7e8f9c384fc75a68eb,学历大专,一、岗位职责：1、为系统和项目提供 API 支持；2、参与设计并维护系统架构，保证线上服务稳定可用；3、对批量数据进行采集、清晰与分析；二、岗位要求1、拥有3年以上 Python 实际开发经验；2、扎实的Python开发基础，熟悉相关规范和类库，精通django，flask 或其它 Python web 框架等相关技术；3、有 Python Flask 开发 Web API 的经验；3、熟悉Linux操作系统，有Java/Shell一种或多种脚本语言编程能力。三、优先条件：1、对大量动态数据有建模分析的经验；2、有分布式系统、大数据开发经验；3、有基本的前端开发经验；4、良好的沟通、协调能力，有团队管理经验者优先。,|
python研发工程师,南宁国电电力科技有限责任公司,6001-8000,南宁市,2021-11-29,https://www.gxrc.com/jobDetail/6631632bbafe4e4bae29b446c9b8a52d,学历本科,岗位要求：1、熟悉python及常用的数据分析工具，熟悉pandas，numpy，matplotlib及jupyter notebook等模块使用。2、熟悉Mysql/PostgreSQL等常用数据库或数据服务工具。3、同时熟悉web后端开发，flask框架等优先。其他要求：1、良好的沟通能力，思路清晰，善于思考，能独立分析和解决问题；2、强烈的责任心和团队合作精神，心态积极，能主动融入团队。岗位职责：1、参与数据分析平台开发。2、负责协助和完成相关其他工作等。,|
Python程序员,广西数锋信息科技有限公司,5001-6000,南宁市,2021-12-01,https://www.gxrc.com/jobDetail/5405b5b0920647c6bc40f77f40eca2ee,学历大专,1、熟悉Python编程、设计模式和组件技术2、3年以上Python编程经验，有Python架构系统经验者优先3、熟悉Python多进程协程开发，熟悉WEB开发框架Flask。4、有数据挖掘经验。5、熟悉Redis、MongoDB等，具备数据库应用、设计能力6、熟悉Linux操作系统及shell编程7、对分布式及高性能Web有一定认识，对可靠性设计有较好的经验8、拥有良好的代码习惯，具备良好的人际沟通能力9、对新技术有强烈的探索欲望，能够承受工作压力，有强烈的责任心10、对以下关键词大部分都有所了解的优先：Django / Flask / coroutine / celery/ sklearn / TensorFlow / Redis /selenium/SEO优化,|
python开发工程师,广西森格自动化科技股份有限公司,6001-8000,南宁市,2021-11-15,https://www.gxrc.com/jobDetail/7483db36a0d5452c8c4b9fc8e7604789,学历大专,工作职责：       1、负责工业互联网平台的通讯服务程序开发(通过运行在网关模块中的python程序，采集数据上传至云服务器)； 2、解决项目前端开发中的技术难题；3、配合具体项目实施，实现工业数据采集至云服务器；4、持续优化前端代码。 岗位要求：1、2年及以上软件开发（或通讯功能开发）经验。2、有良好的编程基础，熟悉linux操作系统，熟悉面向对象编程（如python、C#）；3、有良好的技术钻研及攻关能力。,
python编程老师,广西聪锐教育科技有限公司,6001-8000,南宁市,2021-11-29,https://www.gxrc.com/jobDetail/b8a651eeb17a4dcda969583d62075040,学历大专,1.提供入职培训，培训期间提供基本工资。2.岗位:教授青少年python课程，备课，课后总结，填写孩子上课内容，定期与家长沟通。认真完成上级布置任务。3.任职要求:喜爱孩子，热爱早教或少儿教育，性感开朗，具有较强亲和力。具有较强动手能力，学习能力，沟通能力。工作认真负责。4.思维灵活，谈吐大方，善于沟通。。5.只要你认真努力，这将是你一个很好的舞台，希望你和公司共同成长，公司也将提供您一个你长期发展的平台。6.薪资=基本工资+补助+提成+课时+奖金,|
Python开发工程师,南宁进驰科技有限责任公司,8001-10000,南宁市,2021-12-01,https://www.gxrc.com/jobDetail/12a861ac559745eca8e35b82a4bcd49d,学历本科,职位描述:1、熟悉Python开发。2、了解rpa优先。3、有程序逻辑基础。4、有清晰的语音及文字沟通能力。5、工作认真负责，做事耐心。有工程经验者优先考虑。6、愿意同时学习并应用其它开发语言。,|
Python工程师,广西知感科技有限公司,6001-8000,南宁市,2021-12-02,https://www.gxrc.com/jobDetail/c58710c307b544f2aeca556ece9e4ddd,学历本科,公共要求 - 诚实、正直、踏实 - 热爱互联网行业，您需要的不仅是一个“工作”，更是“职业”或更多 - 充满钻研热情，不满足于“知其然”，更热衷于“知其所以然” - 基础扎实、热爱学习、乐于拥抱变化 - 能胜任远程工作者 - 熟悉linux系统 优先考虑 - 英语能力较好先考虑 - 有产品意识优先 对于Python开发工程师的要求 - 熟练使用Python / Django / FastAPI 进行开发 - 了解前端开发优先考虑 [职责] - 熟练掌握各项团队协作相关工具 - 运用WEB相关技能、框架进行WEB系统开发、调试 - 与伙伴一起与客户沟通，掌握需求、设计系统,|
Python编程老师,深圳市瑞视云智科技有限公司,6001-8000,西乡塘区,2021-12-01,https://www.gxrc.com/jobDetail/ad3ed401c01843469625489e6cafec26,学历本科,岗位职责：1、负责大数据、人工智能教育方向的教学研发工作，包括教学体系开发、课程内容设计等；2、负责教学方案设计和教学资料的制作，包括课程大纲、教学课件等；3、负责远程教学的过程性设计和在线教学内容研发；4、将产业经验转化为教学资源，设计实验室方案或实训类项目的教学内容。任职资格：1、本科及以上学历，计算机或应用数学、统计学相关专业；有1年以上 大数据/AI 技术行业教育培训授课经验或课程研发经验；2、熟练使用Java、Python、Scala至少一门语言，熟悉Redis和MySQL，熟悉Linux平台；3、熟悉分布式、高性能计算，从事过Hadoop、Spark、MPI相关的开发工作者优先；4、至少参与过一个中大型实际项目开发者；5、 表达能力强，声音清晰自然，个性开朗，乐于与人交流；（注：本职位对这条很重视）；6、热爱IT技术职业教育工作，有前瞻性和市场洞察能力，敢于拼搏，有创业精神；,
python程序员,永旭工艺（深圳）有限公司,4001-5000,青秀区,2021-12-02,https://www.gxrc.com/jobDetail/b96b44abf07c4065b5f8aa073faffe94,学历大专,1、精通Python，熟练使用面向对象编程；  2、熟悉数据库，包括但不仅限于熟练使用、数据库调优等；3、2年以上工作经验4、有项目管理经验或团队管理经验重点优先考虑5、工作认真负责。,|
Python高级工程师,南宁市乐锐网络科技有限公司,6001-8000,南宁市,2021-12-02,https://www.gxrc.com/jobDetail/aac3654c1149499b950a1d70fb13e285,学历不限,"岗位职责：1、参与爬虫项目的架构设计、研发、编程工作，改进和提升爬虫效率；2、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；3、负责后台爬虫数据的分布式存储设计以及代码实现；4、负责网页采集任务的分析及采集方案设计；5、负责分布式爬虫策略持续优化任职要求：1、2年以上开发工作经验，Python基础扎实；2、熟悉多线程、多进程、协程开发、网络编程，精通网页抓取原理及技术的实现细节；3、了解分布式计算和储存技术以及相关原理；4、具备Python运维平台开发经验，熟悉 Django/Django rest/Tornado/Flask/Sqlalchemy 等其中一种或几种开发框架；5、掌握HTML、CSS、JQuery、RESTful 相关技术；6、具有良好的站点分析经验，能独立处理基于(seeion, cookie)、(AccessToken, Token)、(selenium, splash)、(访问量, 访问频率)的反爬。自主设计爬取流程；7、熟悉基于规则的网页信息定位，精通正则表达式，xpath语法；8、精通原生Python urllib爬取方式、精通原生Python requests爬取方式、精通框架Python scrapy的爬取方式、熟悉Python aiohttp 异步请求框架的爬取方式；9、熟悉掌握一种或多种热门关系型数据库和非关系型数据库、熟练使用Git；10、热爱互联网，对搜索技术和探索未知领域有浓厚兴趣；11、能够高效地沟通,并与团队或跨团队同事有效地协作办公。加分项：1、能够自动化处理滑动验证码、静态验证码、动态验证码；2、熟悉Python爬虫服务器部署;",|
Python开发工程师,中国—东盟信息港股份有限公司,10001-15000,良庆区,2021-12-03,https://www.gxrc.com/jobDetail/d18646a622b4458882f5a4409ec17f0f,学历不限,"岗位职责:1.负责安全产品[扫描器⽅向]设计及开发，包括爬⾍引擎、规则引擎、API接⼝；2.根据需求⽂档独⽴完成功能模块开发和测试发布；3.分析并解决系统开发过程中遇到的问题。任职要求：1.中级岗位具备3年以上后端开发经验，⾼级岗位需5年以上开发经验，有⼤型系统调优经验或者安全产品开发经验，熟悉分布式存储、搜索、异步框架、集群与负载均衡，消息中间件等技术；2.对常⻅Web漏洞原理、防御机制有较深⼊的理解和较丰富的经验，对HTTP有深⼊理解；3.熟练掌握⼀种开源爬⾍框架，如scrapy,requests；4.熟悉mysql, redis等常⽤数据库；5.熟悉ﬂask框架，分布式架构；6.深⼊了解⾯向对象思想，有专研习惯优先；7.对技术有浓厚的兴趣，责任感强，有较好的交流沟通能⼒和团队合作能⼒。",|
